,code,name1,name2,type,name3
220,000312,HAHS300ZQA,华安沪深300增强A,指数型-股票,HUAANHUSHEN300ZENGQIANGA
221,000313,HAHS300ZQC,华安沪深300增强C,指数型-股票,HUAANHUSHEN300ZENGQIANGC
222,000314,ZSRFLHPZHHFQSA,招商瑞丰灵活配置混合发起式A,混合型-灵活,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIA
223,000319,HLTLZQA,宏利淘利债券A,债券型-混合一级,HONGLITAOLIZHAIQUANA
224,000320,HLTLZQC,宏利淘利债券C,债券型-混合一级,HONGLITAOLIZHAIQUANC
225,000322,NYHLJHZQA,农银汇理金汇债券A,债券型-长债,NONGYINHUILIJINHUIZHAIQUANA
226,000324,HRYDXJSYHBA,华润元大现金收益货币A,货币型-普通货币,HUARUNYUANDAXIANJINSHOUYIHUOBIA
227,000325,HRYDXJSYHBB,华润元大现金收益货币B,货币型-普通货币,HUARUNYUANDAXIANJINSHOUYIHUOBIB
228,000326,NFZXPCZGPA,南方中小盘成长股票A,股票型,NANFANGZHONGXIAOPANCHENGZHANGGUPIAOA
229,000327,NFQLXLCHHA,南方潜力新蓝筹混合A,混合型-偏股,NANFANGQIANLIXINLANCHOUHUNHEA
230,000328,MGZXDLHHA,摩根转型动力混合A,混合型-灵活,MOGENZHUANXINGDONGLIHUNHEA
231,000329,PHFRDKZ,鹏华丰饶定开债,债券型-混合一级,PENGHUAFENGRAODINGKAIZHAI
232,000330,HTFXJBHBA,汇添富现金宝货币A,货币型-普通货币,HUITIANFUXIANJINBAOHUOBIA
233,000331,ZJHBA,中加货币A,货币型-普通货币,ZHONGJIAHUOBIA
234,000332,ZJHBC,中加货币C,货币型-普通货币,ZHONGJIAHUOBIC
235,000333,CCWGSYZQA,长城稳固收益债券A,债券型-混合二级,CHANGCHENGWENGUSHOUYIZHAIQUANA
236,000334,CCWGSYZQC,长城稳固收益债券C,债券型-混合二级,CHANGCHENGWENGUSHOUYIZHAIQUANC
237,000335,AXYLXYC,安信永利信用C,债券型-混合一级,ANXINYONGLIXINYONGC
238,000336,NYYJJXHH,农银研究精选混合,混合型-灵活,NONGYINYANJIUJINGXUANHUNHE
239,000338,PHSZBLZQB,鹏华双债保利债券B,债券型-混合二级,PENGHUASHUANGZHAIBAOLIZHAIQUANB
240,000339,CCYLBJHHA,长城医疗保健混合A,混合型-偏股,CHANGCHENGYILIAOBAOJIANHUNHEA
241,000341,JSXXSCC2QDII,嘉实新兴市场C2(QDII),QDII-纯债,JIASHIXINXINGSHICHANGC2QDII
242,000342,JSXXSCA1QDII,嘉实新兴市场A1(QDII),QDII-纯债,JIASHIXINXINGSHICHANGA1QDII
243,000343,HXCFBHBA,华夏财富宝货币A,货币型-普通货币,HUAXIACAIFUBAOHUOBIA
244,000345,PHFRDKZ,鹏华丰融定开债,债券型-混合一级,PENGHUAFENGRONGDINGKAIZHAI
245,000346,JXAXHB6GYDKA,建信安心回报6个月定开A,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIA
246,000347,JXAXHB6GYDKC,建信安心回报6个月定开C,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIC
247,000351,GFHFYNCYQZQA,国富恒丰一年持有期债券A,债券型-长债,GUOFUHENGFENGYINIANCHIYOUQIZHAIQUANA
248,000352,GFHFYNCYQZQC,国富恒丰一年持有期债券C,债券型-长债,GUOFUHENGFENGYINIANCHIYOUQIZHAIQUANC
249,000354,CSCZHZTHHA,长盛城镇化主题混合A,混合型-偏股,CHANGSHENGCHENGZHENHUAZHUTIHUNHEA
250,000355,NFFYXYZQZQA,南方丰元信用增强债券A,债券型-混合一级,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA
251,000356,NFFYXYZQZQC,南方丰元信用增强债券C,债券型-混合一级,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC
252,000359,YFDYLCHBA,易方达易理财货币A,货币型-普通货币,YIFANGDAYILICAIHUOBIA
253,000362,GTJXJZYSHHA,国泰聚信价值优势混合A,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEA
254,000363,GTJXJZYSHHC,国泰聚信价值优势混合C,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEC
255,000366,HTFTFTHBA,汇添富添富通货币A,货币型-普通货币,HUITIANFUTIANFUTONGHUOBIA
256,000367,GTAKDQZFHHA,国泰安康定期支付混合A,混合型-偏债,GUOTAIANKANGDINGQIZHIFUHUNHEA
257,000368,HTFHS300AZZSA,汇添富沪深300安中指数A,指数型-股票,HUITIANFUHUSHEN300ANZHONGZHISHUA
258,000369,GFQQYLBJZSRMBQDIIA,广发全球医疗保健指数人民币(QDII)A,指数型-海外股票,GUANGFAQUANQIUYILIAOBAOJIANZHISHURENMINBIQDIIA
259,000370,GFQQYLBJMYXHQDIIA,广发全球医疗保健美元现汇(QDII)A,指数型-海外股票,GUANGFAQUANQIUYILIAOBAOJIANMEIYUANXIANHUIQDIIA
260,000371,MSJYXJBHBA,民生加银现金宝货币A,货币型-普通货币,MINSHENGJIAYINXIANJINBAOHUOBIA
261,000372,ZYHLBNDQKFZQA,中银惠利半年定期开放债券A,债券型-长债,ZHONGYINHUILIBANNIANDINGQIKAIFANGZHAIQUANA
262,000373,HAZZXFYYETFLJA,华安中证细分医药ETF联接A,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA
263,000376,HAZZXFYYETFLJC,华安中证细分医药ETF联接C,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC
264,000377,MGSZZLZQA,摩根双债增利债券A,债券型-混合二级,MOGENSHUANGZHAIZENGLIZHAIQUANA
265,000378,MGSZZLZQC,摩根双债增利债券C,债券型-混合二级,MOGENSHUANGZHAIZENGLIZHAIQUANC
266,000379,PARZLHBA,平安日增利货币A,货币型-普通货币,PINGANRIZENGLIHUOBIA
267,000380,JSCCJYHBA,景顺长城景益货币A,货币型-普通货币,JINGSHUNCHANGCHENGJINGYIHUOBIA
268,000381,JSCCJYHBB,景顺长城景益货币B,货币型-普通货币,JINGSHUNCHANGCHENGJINGYIHUOBIB
269,000385,JSCCJYSLZQA,景顺长城景颐双利债券A,债券型-混合二级,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA
270,000386,JSCCJYSLZQC,景顺长城景颐双利债券C,债券型-混合二级,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC
271,000389,GFTTHHBA,广发天天红货币A,货币型-普通货币,GUANGFATIANTIANHONGHUOBIA
272,000390,HSYSHYHH,华商优势行业混合,混合型-灵活,HUASHANGYOUSHIHANGYEHUNHE
273,000394,RTTYDRZQA,融通通源短融债券A,债券型-中短债,RONGTONGTONGYUANDUANRONGZHAIQUANA
274,000395,HTFAXZGZQA,汇添富安心中国债券A,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANA
275,000396,HTFAXZGZQC,汇添富安心中国债券C,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANC
276,000397,HTFQEBHBA,汇添富全额宝货币A,货币型-普通货币,HUITIANFUQUANEBAOHUOBIA
277,000398,HFLHPZHHA,华富灵活配置混合A,混合型-灵活,HUAFULINGHUOPEIZHIHUNHEA
278,000402,GYCZZQA,工银纯债债券A,债券型-长债,GONGYINCHUNZHAIZHAIQUANA
279,000403,GYCZZQB,工银纯债债券B,债券型-长债,GONGYINCHUNZHAIZHAIQUANB
280,000404,YFDXXCZLHPZ,易方达新兴成长灵活配置,混合型-灵活,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI
281,000406,HTFSLZQZQA,汇添富双利增强债券A,债券型-混合二级,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA
282,000407,HTFSLZQZQC,汇添富双利增强债券C,债券型-混合二级,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC
283,000408,MSJYCZHHHA,民生加银城镇化混合A,混合型-灵活,MINSHENGJIAYINCHENGZHENHUAHUNHEA
284,000409,PHHBCYGP,鹏华环保产业股票,股票型,PENGHUAHUANBAOCHANYEGUPIAO
285,000410,YMFWLXHHA,益民服务领先混合A,混合型-灵活,YIMINFUWULINGXIANHUNHEA
286,000411,JSCCYZCZGPA,景顺长城优质成长股票A,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAOA
287,000414,JSJDSYCLDQHHA,嘉实绝对收益策略定期混合A,混合型-绝对收益,JIASHIJUEDUISHOUYICELUEDINGQIHUNHEA
288,000415,DMTL18GYDKZA,大摩添利18个月定开债A,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIA
289,000416,DMTL18GYDKZC,大摩添利18个月定开债C,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIC
290,000417,GLAXJXHHA,国联安新精选混合A,混合型-灵活,GUOLIANANXINJINGXUANHUNHEA
291,000418,JSCCCZZXGPA,景顺长城成长之星股票A,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAOA
292,000419,DMYZXJCZA,大摩优质信价纯债A,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIA
293,000420,DMYZXJCZC,大摩优质信价纯债C,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIC
294,000423,QHKYSJQDHHA,前海开源事件驱动混合A,混合型-灵活,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA
295,000424,CSTLBHBA,长盛添利宝货币A,货币型-普通货币,CHANGSHENGTIANLIBAOHUOBIA
296,000425,CSTLBHBB,长盛添利宝货币B,货币型-普通货币,CHANGSHENGTIANLIBAOHUOBIB
297,000431,PHPPCCHH,鹏华品牌传承混合,混合型-灵活,PENGHUAPINPAICHUANCHENGHUNHE
298,000432,ZYYXQYHH,中银优秀企业混合,混合型-偏股,ZHONGYINYOUXIUQIYEHUNHE
299,000433,AXXFYXHHA,安信鑫发优选混合A,混合型-灵活,ANXINXINFAYOUXUANHUNHEA
300,000434,XHYNBHBA,新华壹诺宝货币A,货币型-普通货币,XINHUAYINUOBAOHUOBIA
301,000436,YFDYHDKHHA,易方达裕惠定开混合A,混合型-偏债,YIFANGDAYUHUIDINGKAIHUNHEA
302,000452,NFYYBJLHPZHHA,南方医药保健灵活配置混合A,混合型-灵活,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHEA
303,000457,MGHXCZGPA,摩根核心成长股票A,股票型,MOGENHEXINCHENGZHANGGUPIAOA
304,000458,YDLXHBA,英大领先回报A,混合型-灵活,YINGDALINGXIANHUIBAOA
305,000459,YDLXHBB,英大领先回报B,混合型-灵活,YINGDALINGXIANHUIBAOB
306,000462,NYZTLDHHA,农银主题轮动混合A,混合型-灵活,NONGYINZHUTILUNDONGHUNHEA
307,000464,JSHQBHBA,嘉实活期宝货币A,货币型-普通货币,JIASHIHUOQIBAOHUOBIA
308,000465,JSCCXYXDQZFZQ,景顺长城鑫月薪定期支付债券,债券型-长债,JINGSHUNCHANGCHENGXINYUEXINDINGQIZHIFUZHAIQUAN
309,000469,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券,债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
310,000470,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券(后端),债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
311,000471,FGCZFZGP,富国城镇发展股票,股票型,FUGUOCHENGZHENFAZHANGUPIAO
312,000472,FGCZFZGP,富国城镇发展股票(后端),股票型,FUGUOCHENGZHENFAZHANGUPIAO
313,000475,GFTTLHBA,广发天天利货币A,货币型-普通货币,GUANGFATIANTIANLIHUOBIA
314,000476,GFTTLHBB,广发天天利货币B,货币型-普通货币,GUANGFATIANTIANLIHUOBIB
315,000477,GFZTLXHHA,广发主题领先混合A,混合型-灵活,GUANGFAZHUTILINGXIANHUNHEA
316,000478,JXZZ500ZSZQA,建信中证500指数增强A,指数型-股票,JIANXINZHONGZHENG500ZHISHUZENGQIANGA
317,000480,DFHXDLHHA,东方红新动力混合A,混合型-灵活,DONGFANGHONGXINDONGLIHUNHEA
318,000483,XYHBA,鑫元货币A,货币型-普通货币,XINYUANHUOBIA
319,000484,XYHBB,鑫元货币B,货币型-普通货币,XINYUANHUOBIB
320,000487,JS3GYLCZQA,嘉实3个月理财债券A,债券型-中短债,JIASHI3GEYUELICAIZHAIQUANA
321,000488,JS3GYLCZQE,嘉实3个月理财债券E,债券型-中短债,JIASHI3GEYUELICAIZHAIQUANE
322,000493,NFXJTA,南方现金通A,货币型-普通货币,NANFANGXIANJINTONGA
323,000494,NFXJTB,南方现金通B,货币型-普通货币,NANFANGXIANJINTONGB
324,000495,NFXJTC,南方现金通C,货币型-普通货币,NANFANGXIANJINTONGC
325,000496,CACYJXHHA,长安产业精选混合A,混合型-灵活,CHANGANCHANYEJINGXUANHUNHEA
326,000497,CTCZZQA,财通纯债债券A,债券型-长债,CAITONGCHUNZHAIZHAIQUANA
327,000503,ZXJTJHZDZA,中信建投景和中短债A,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIA
328,000504,ZXJTJHZDZC,中信建投景和中短债C,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIC
329,000505,GSABHBA,国寿安保货币A,货币型-普通货币,GUOSHOUANBAOHUOBIA
330,000506,GSABHBB,国寿安保货币B,货币型-普通货币,GUOSHOUANBAOHUOBIB
331,000507,HLHDHHA,宏利宏达混合A,混合型-偏债,HONGLIHONGDAHUNHEA
332,000508,HLHDHHB,宏利宏达混合B,混合型-偏债,HONGLIHONGDAHUNHEB
333,000509,GFQDZHBA,广发钱袋子货币A,货币型-普通货币,GUANGFAQIANDAIZIHUOBIA
334,000511,GTGCQDLHPZHHA,国泰国策驱动灵活配置混合A,混合型-灵活,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEA
335,000512,GTHS300ZSZQA,国泰沪深300指数增强A,指数型-股票,GUOTAIHUSHEN300ZHISHUZENGQIANGA
336,000513,FGGDZZHYGPA,富国高端制造行业股票A,股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA
337,000514,FGGDZZHYGPA,富国高端制造行业股票A(后端),股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA
338,000516,FGXLYNQDQKFZQXA,富国祥利一年期定期开放债券型A,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGA
339,000517,FGXLYNQDQKFZQXC,富国祥利一年期定期开放债券型C,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGC
340,000520,SYXXJZCZHH,上银新兴价值成长混合,混合型-灵活,SHANGYINXINXINGJIAZHICHENGZHANGHUNHE
341,000521,NARXDKZQ,诺安瑞鑫定开债券,债券型-长债,NUOANRUIXINDINGKAIZHAIQUAN
342,000522,HRYDXXCMKJHHA,华润元大信息传媒科技混合A,混合型-偏股,HUARUNYUANDAXINXICHUANMEIKEJIHUNHEA
343,000523,GTRYYLBJHHA,国投瑞银医疗保健混合A,混合型-灵活,GUOTOURUIYINYILIAOBAOJIANHUNHEA
344,000524,MGMSXQGPA,摩根民生需求股票A,股票型,MOGENMINSHENGXUQIUGUPIAOA
345,000526,GTNYLHPZHHA,国泰浓益灵活配置混合A,混合型-灵活,GUOTAINONGYILINGHUOPEIZHIHUNHEA
346,000527,NFXYXLHPZHHA,南方新优享灵活配置混合A,混合型-灵活,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA
347,000528,GYXJHBA,工银薪金货币A,货币型-普通货币,GONGYINXINJINHUOBIA
348,000529,GFJZYSHHA,广发竞争优势混合A,混合型-灵活,GUANGFAJINGZHENGYOUSHIHUNHEA
349,000530,ZSFSWDZZHHA,招商丰盛稳定增长混合A,混合型-灵活,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA
350,000531,DWAEFLHPZHHA,东吴阿尔法灵活配置混合A,混合型-灵活,DONGWUAERFALINGHUOPEIZHIHUNHEA
351,000532,JSCCYSQYHHA,景顺长城优势企业混合A,混合型-偏股,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHEA
352,000533,YYHBA,永赢货币A,货币型-普通货币,YONGYINGHUOBIA
353,000534,CSGDZBHHA,长盛高端装备混合A,混合型-灵活,CHANGSHENGGAODUANZHUANGBEIHUNHEA
354,000535,CSHTHGHHA,长盛航天海工混合A,混合型-灵活,CHANGSHENGHANGTIANHAIGONGHUNHEA
355,000536,QHKYKZZZQ,前海开源可转债债券,债券型-混合二级,QIANHAIKAIYUANKEZHUANZHAIZHAIQUAN
356,000538,NAYSHYHHA,诺安优势行业混合A,混合型-灵活,NUOANYOUSHIHANGYEHUNHEA
357,000539,ZYHQBHBA,中银活期宝货币A,货币型-普通货币,ZHONGYINHUOQIBAOHUOBIA
358,000540,GJJTTHBA,国金金腾通货币A,货币型-普通货币,GUOJINJINTENGTONGHUOBIA
359,000541,HSCXCZHHFQS,华商创新成长混合发起式,混合型-灵活,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHI
360,000542,SYHCBHBA,上银慧财宝货币A,货币型-普通货币,SHANGYINHUICAIBAOHUOBIA
361,000543,SYHCBHBB,上银慧财宝货币B,货币型-普通货币,SHANGYINHUICAIBAOHUOBIB
362,000545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型-灵活,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE
363,000546,XYDKZA,兴业定开债A,债券型-混合一级,XINGYEDINGKAIZHAIA
364,000547,JXJKMSHHA,建信健康民生混合A,混合型-偏股,JIANXINJIANKANGMINSHENGHUNHEA
365,000548,PHJCTHB,鹏华聚财通货币,货币型-普通货币,PENGHUAJUCAITONGHUOBI
366,000549,HADGXJJGPA,华安大国新经济股票A,股票型,HUAANDAGUOXINJINGJIGUPIAOA
367,000550,GFXDLHH,广发新动力混合,混合型-偏股,GUANGFAXINDONGLIHUNHE
368,000551,ZXBCXFXFHHA,中信保诚幸福消费混合A,混合型-偏股,ZHONGXINBAOCHENGXINGFUXIAOFEIHUNHEA
369,000552,ZJCZYNA,中加纯债一年A,债券型-长债,ZHONGJIACHUNZHAIYINIANA
370,000553,ZJCZYNC,中加纯债一年C,债券型-长债,ZHONGJIACHUNZHAIYINIANC
371,000554,NFZGMLHPZHHA,南方中国梦灵活配置混合A,混合型-灵活,NANFANGZHONGGUOMENGLINGHUOPEIZHIHUNHEA
372,000556,GTRYXJYLHPZHHA,国投瑞银新机遇灵活配置混合A,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA
373,000557,GTRYXJYLHPZHHC,国投瑞银新机遇灵活配置混合C,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC
374,000559,NATTBA,诺安天天宝A,货币型-普通货币,NUOANTIANTIANBAOA
375,000560,NATTBE,诺安天天宝E,货币型-普通货币,NUOANTIANTIANBAOE
376,000561,NFQYZQA,南方启元债券A,债券型-长债,NANFANGQIYUANZHAIQUANA
377,000562,NFQYZQC,南方启元债券C,债券型-长债,NANFANGQIYUANZHAIQUANC
378,000563,NFTLZQA,南方通利债券A,债券型-长债,NANFANGTONGLIZHAIQUANA
379,000564,NFTLZQC,南方通利债券C,债券型-长债,NANFANGTONGLIZHAIQUANC
380,000566,HTBRCXSJHHA,华泰柏瑞创新升级混合A,混合型-灵活,HUATAIBAIRUICHUANGXINSHENGJIHUNHEA
381,000567,GFJXLHHH,广发聚祥灵活混合,混合型-灵活,GUANGFAJUXIANGLINGHUOHUNHE
382,000569,PHZZBHB,鹏华增值宝货币,货币型-普通货币,PENGHUAZENGZHIBAOHUOBI
383,000572,ZYDCLHHA,中银多策略混合A,混合型-灵活,ZHONGYINDUOCELUEHUNHEA
384,000573,THTLHHA,天弘通利混合A,混合型-灵活,TIANHONGTONGLIHUNHEA
385,000574,BYXJZHHA,宝盈新价值混合A,混合型-灵活,BAOYINGXINJIAZHIHUNHEA
386,000575,XQTLBHB,兴全添利宝货币,货币型-普通货币,XINGQUANTIANLIBAOHUOBI
387,000576,ZYHBA,中邮货币A,货币型-普通货币,ZHONGYOUHUOBIA
388,000577,AXJZJXGPA,安信价值精选股票A,股票型,ANXINJIAZHIJINGXUANGUPIAOA
389,000578,XYHXSYZQZQXFQSA,鑫元恒鑫收益增强债券型发起式A,债券型-混合二级,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIA
390,000579,XYHXSYZQZQXFQSC,鑫元恒鑫收益增强债券型发起式C,债券型-混合二级,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIC
391,000580,ZYHBB,中邮货币B,货币型-普通货币,ZHONGYOUHUOBIB
392,000581,JSHQBHBA,嘉实活钱包货币A,货币型-普通货币,JIASHIHUOQIANBAOHUOBIA
393,000583,JXJFDKZ,江信聚福定开债,债券型-混合一级,JIANGXINJUFUDINGKAIZHAI
394,000584,XHXYLHPZHHC,新华鑫益灵活配置混合C,混合型-灵活,XINHUAXINYILINGHUOPEIZHIHUNHEC
395,000585,JSDCTLDQHHA,嘉实对冲套利定期混合A,混合型-绝对收益,JIASHIDUICHONGTAOLIDINGQIHUNHEA
396,000586,JSCCZXCJXGPA,景顺长城中小创精选股票A,股票型,JINGSHUNCHANGCHENGZHONGXIAOCHUANGJINGXUANGUPIAOA
397,000587,DCLHPZHHA,大成灵活配置混合A,混合型-灵活,DACHENGLINGHUOPEIZHIHUNHEA
398,000588,ZSZQBHBA,招商招钱宝货币A,货币型-普通货币,ZHAOSHANGZHAOQIANBAOHUOBIA
399,000589,GDBDXYFSJHHA,光大保德信银发商机混合A,混合型-偏股,GUANGDABAODEXINYINFASHANGJIHUNHEA
400,000590,HAXHLLHPZHHA,华安新活力灵活配置混合A,混合型-灵活,HUAANXINHUOLILINGHUOPEIZHIHUNHEA
401,000591,ZYJKSHHH,中银健康生活混合,混合型-偏股,ZHONGYINJIANKANGSHENGHUOHUNHE
402,000592,JXGGHLGPA,建信改革红利股票A,股票型,JIANXINGAIGEHONGLIGUPIAOA
403,000593,YFDBPXFPZSMYXHA,易方达标普消费品指数美元现汇A,指数型-海外股票,YIFANGDABIAOPUXIAOFEIPINZHISHUMEIYUANXIANHUIA
404,000594,DMJQYXGP,大摩进取优选股票,股票型,DAMOJINQUYOUXUANGUPIAO
405,000595,JSTHHH,嘉实泰和混合,混合型-灵活,JIASHITAIHEHUNHE
406,000596,QHKYZZJGZSA,前海开源中证军工指数A,指数型-股票,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUA
407,000597,ZHJJSYHH,中海积极收益混合,混合型-灵活,ZHONGHAIJIJISHOUYIHUNHE
408,000598,CSSTHJHH,长盛生态环境混合,混合型-灵活,CHANGSHENGSHENGTAIHUANJINGHUNHE
409,000599,ZXBCXJBHBA,中信保诚薪金宝货币A,货币型-普通货币,ZHONGXINBAOCHENGXINJINBAOHUOBIA
410,000600,HTFHJBHBA,汇添富和聚宝货币A,货币型-普通货币,HUITIANFUHEJUBAOHUOBIA
411,000601,HBCXYXHH,华宝创新优选混合,混合型-偏股,HUABAOCHUANGXINYOUXUANHUNHE
412,000602,FGAYHBA,富国安益货币A,货币型-普通货币,FUGUOANYIHUOBIA
413,000603,YFDCXQDLHPZHH,易方达创新驱动灵活配置混合,混合型-灵活,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE
414,000604,YHDLBHBA,银华多利宝货币A,货币型-普通货币,YINHUADUOLIBAOHUOBIA
415,000605,YHDLBHBB,银华多利宝货币B,货币型-普通货币,YINHUADUOLIBAOHUOBIB
416,000606,THYXZQA,天弘优选债券A,债券型-长债,TIANHONGYOUXUANZHAIQUANA
417,000607,ZSZQBHBB,招商招钱宝货币B,货币型-普通货币,ZHAOSHANGZHAOQIANBAOHUOBIB
418,000609,HSXLHHHA,华商新量化混合A,混合型-灵活,HUASHANGXINLIANGHUAHUNHEA
419,000612,HBSTZGHHA,华宝生态中国混合A,混合型-偏股,HUABAOSHENGTAIZHONGGUOHUNHEA
420,000613,GSABHS300ETFLJA,国寿安保沪深300ETF联接A,指数型-股票,GUOSHOUANBAOHUSHEN300ETFLIANJIEA
421,000614,HADGDAXLJQDIIA,华安德国(DAX)联接(QDII)A,指数型-海外股票,HUAANDEGUODAXLIANJIEQDIIA
422,000615,CCGZBHBA,长城工资宝货币A,货币型-普通货币,CHANGCHENGGONGZIBAOHUOBIA
423,000618,JSXJBHBA,嘉实薪金宝货币A,货币型-普通货币,JIASHIXINJINBAOHUOBIA
424,000619,DFHCYSJHH,东方红产业升级混合,混合型-灵活,DONGFANGHONGCHANYESHENGJIHUNHE
425,000620,YFDXJZLHBA,易方达现金增利货币A,货币型-普通货币,YIFANGDAXIANJINZENGLIHUOBIA
426,000621,YFDXJZLHBB,易方达现金增利货币B,货币型-普通货币,YIFANGDAXIANJINZENGLIHUOBIB
427,000625,NATTBB,诺安天天宝B,货币型-普通货币,NUOANTIANTIANBAOB
428,000626,DCFCBHBA,大成丰财宝货币A,货币型-普通货币,DACHENGFENGCAIBAOHUOBIA
429,000627,DCFCBHBB,大成丰财宝货币B,货币型-普通货币,DACHENGFENGCAIBAOHUOBIB
430,000628,DCGXGPA,大成高鑫股票A,股票型,DACHENGGAOXINGUPIAOA
431,000634,FGTSLHPZJJ,富国天盛灵活配置基金,混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
432,000635,FGTSLHPZJJ,富国天盛灵活配置基金(后端),混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
433,000638,FGFQBHBA,富国富钱包货币A,货币型-普通货币,FUGUOFUQIANBAOHUOBIA
434,000639,BYXRHHA,宝盈祥瑞混合A,混合型-偏债,BAOYINGXIANGRUIHUNHEA
435,000640,NALCBHBA,诺安理财宝货币A,货币型-普通货币,NUOANLICAIBAOHUOBIA
436,000641,NALCBHBB,诺安理财宝货币B,货币型-普通货币,NUOANLICAIBAOHUOBIB
437,000642,HTFHBC,汇添富货币C,货币型-普通货币,HUITIANFUHUOBIC
438,000644,ZSZJBHBA,招商招金宝货币A,货币型-普通货币,ZHAOSHANGZHAOJINBAOHUOBIA
439,000645,HXXJBHB,华夏薪金宝货币,货币型-普通货币,HUAXIAXINJINBAOHUOBI
440,000646,HRYDLHYXHHA,华润元大量化优选混合A,混合型-偏股,HUARUNYUANDALIANGHUAYOUXUANHUNHEA
441,000647,YFDCFKXHBA,易方达财富快线货币A,货币型-普通货币,YIFANGDACAIFUKUAIXIANHUOBIA
442,000648,YFDCFKXHBB,易方达财富快线货币B,货币型-普通货币,YIFANGDACAIFUKUAIXIANHUOBIB
443,000649,CCJXHHA,长城久鑫混合A,混合型-灵活,CHANGCHENGJIUXINHUNHEA
444,000650,HTFHBD,汇添富货币D,货币型-普通货币,HUITIANFUHUOBID
445,000651,ZSZJBHBB,招商招金宝货币B,货币型-普通货币,ZHAOSHANGZHAOJINBAOHUOBIB
446,000652,BSYLLHPZHHA,博时裕隆灵活配置混合A,混合型-灵活,BOSHIYULONGLINGHUOPEIZHIHUNHEA
447,000654,HSXRCYHH,华商新锐产业混合,混合型-灵活,HUASHANGXINRUICHANYEHUNHE
448,000655,XYWLZQ,鑫元稳利债券,债券型-长债,XINYUANWENLIZHAIQUAN
449,000656,QHKYHS300ZSA,前海开源沪深300指数A,指数型-股票,QIANHAIKAIYUANHUSHEN300ZHISHUA
450,000657,YHHQBHBA,银华活钱宝货币A,货币型-普通货币,YINHUAHUOQIANBAOHUOBIA
451,000658,YHHQBHBB,银华活钱宝货币B,货币型-普通货币,YINHUAHUOQIANBAOHUOBIB
452,000659,YHHQBHBC,银华活钱宝货币C,货币型-普通货币,YINHUAHUOQIANBAOHUOBIC
